X Y Z Dir_X Dir_Y Dir_Z Dip_Direction Dip M K T n(T)
2612603 1147023 2292 0.1153 -0.9655 0.2334 173.19 76.50 5.24 3.15 20 139 
2612605 1147023 2290 0.1070 -0.9635 0.2456 173.66 75.78 5.36 2.83 20 139 
2612607 1147023 2287 0.0976 -0.9608 0.2594 174.20 74.97 5.53 2.44 20 139 
2612609 1147023 2285 0.1102 -0.9682 0.2246 173.50 77.02 5.57 2.23 20 139 
2612611 1147023 2283 0.1205 -0.9738 0.1929 172.95 78.88 5.64 1.99 20 139 
2612613 1147023 2283 0.1350 -0.9794 0.1505 172.15 81.35 5.65 1.83 20 139 
2612615 1147023 2284 0.1452 -0.9827 0.1147 171.60 83.41 5.70 1.63 20 139 
2612617 1147023 2285 0.1541 -0.9847 0.0819 171.10 85.30 5.74 1.48 20 139 
2612619 1147023 2286 0.1656 -0.9853 0.0422 170.46 87.58 5.72 1.40 20 139 
2612621 1147023 2288 0.1691 -0.9854 0.0200 170.26 88.85 5.77 1.28 20 139 
2612623 1147023 2289 0.1720 -0.9851 -0.0012 350.09 89.93 5.80 1.21 20 139 
2612625 1147023 2289 0.1731 -0.9847 -0.0207 350.03 88.82 5.86 1.14 20 139 
2612627 1147023 2290 0.1711 -0.9848 -0.0308 350.14 88.23 5.89 1.13 20 139 
2612629 1147023 2290 0.1668 -0.9853 -0.0359 350.39 87.94 5.90 1.12 20 139 
2612631 1147023 2290 0.1614 -0.9863 -0.0344 350.71 88.03 5.85 1.15 20 139 
2612633 1147023 2290 0.1543 -0.9876 -0.0287 351.12 88.35 5.75 1.19 20 139 
2612635 1147023 2290 0.1472 -0.9889 -0.0209 351.53 88.80 5.57 1.30 20 139 
2612637 1147025 2288 0.1394 -0.9901 -0.0144 351.99 89.18 5.38 1.43 20 139 
2612751 1146995 2308 0.5375 0.4391 -0.7199 230.75 43.96 6.23 1.02 21 96 
2612753 1146995 2310 0.5341 0.4257 -0.7304 231.45 43.08 5.96 1.16 21 96 
2612755 1146995 2312 0.5313 0.4110 -0.7409 232.28 42.19 5.71 1.35 21 96 
2612757 1146995 2314 0.5335 0.3763 -0.7575 234.80 40.76 5.33 1.70 21 96 
2612759 1146995 2316 0.5359 0.3395 -0.7730 237.65 39.38 5.03 2.15 21 96 
2612761 1146995 2318 0.5424 0.2902 -0.7884 241.85 37.97 4.80 2.75 21 96 
2612763 1146995 2320 0.5458 0.2475 -0.8005 245.61 36.82 4.61 3.67 21 96 
2612765 1146995 2322 0.5594 0.1665 -0.8120 253.42 35.71 4.45 5.11 21 96 
2612767 1146997 2323 0.5798 0.0187 -0.8146 268.15 35.45 4.28 8.64 21 96 
2612769 1146997 2325 0.5958 -0.3344 -0.7302 299.31 43.10 4.19 13.07 21 96 
2612771 1146997 2326 -0.5409 0.6482 0.5360 320.15 57.59 4.24 10.09 21 96 
2612773 1146999 2328 0.4749 -0.7975 -0.3722 329.23 68.15 4.33 7.29 21 96 
2612775 1146999 2330 0.4513 -0.8376 -0.3079 331.68 72.07 4.46 5.14 21 96 
2612777 1146999 2332 0.4309 -0.8666 -0.2516 333.56 75.43 4.61 3.95 21 96 
2612779 1147001 2335 0.4094 -0.8914 -0.1943 335.33 78.80 4.77 3.17 21 96 
2612781 1147003 2338 0.3989 -0.9025 -0.1623 336.16 80.66 4.91 2.71 21 96 
2612783 1147003 2341 0.3817 -0.9166 -0.1188 337.39 83.18 5.04 2.39 21 96 
2612785 1147005 2344 0.3669 -0.9264 -0.0845 338.39 85.15 5.10 2.23 21 96 
2612787 1147005 2347 0.3475 -0.9367 -0.0423 339.65 87.58 5.14 2.13 21 96 
2612789 1147007 2349 0.3247 -0.9458 0.0059 161.05 89.66 5.17 2.08 21 96 
2612791 1147009 2350 0.2992 -0.9523 0.0591 162.56 86.61 5.20 2.05 21 96 
2612793 1147009 2352 0.2794 -0.9553 0.0962 163.70 84.48 5.16 2.09 21 96 
2612795 1147011 2352 0.2582 -0.9566 0.1352 164.90 82.23 5.11 2.17 21 96 
2612797 1147013 2351 0.2354 -0.9557 0.1764 166.16 79.84 5.04 2.28 21 96 
2612799 1147013 2352 0.2117 -0.9525 0.2188 167.47 77.36 4.97 2.44 21 96 
2612801 1147015 2350 0.1876 -0.9470 0.2609 168.80 74.88 4.90 2.65 21 96 
2612803 1147015 2350 0.1631 -0.9392 0.3023 170.15 72.41 4.81 2.93 21 96 
2612805 1147017 2348 0.1399 -0.9302 0.3395 171.45 70.15 4.72 3.30 21 96 
2612807 1147017 2347 0.1189 -0.9215 0.3698 172.65 68.30 4.63 3.82 21 96 
2612809 1147017 2347 0.1013 -0.9148 0.3909 173.68 66.99 4.53 4.57 21 96 
2612811 1147017 2347 0.0930 -0.9134 0.3963 174.19 66.66 4.49 5.32 21 96 
2612813 1147017 2348 0.0940 -0.9209 0.3783 174.17 67.77 4.44 6.55 21 96 
2612815 1147019 2346 0.0928 -0.9259 0.3662 174.28 68.52 4.39 8.95 21 96 
2612817 1147019 2347 0.1258 -0.9561 0.2646 172.51 74.66 4.35 14.01 21 96 
2612819 1147019 2347 0.2464 -0.9606 -0.1288 345.61 82.60 4.38 18.70 21 96 
2612821 1147019 2349 0.3160 -0.8249 -0.4687 339.04 62.05 4.50 12.48 21 96 
2612823 1147019 2349 -0.3186 0.7644 0.5606 337.37 55.90 4.73 6.81 21 96 
2612825 1147019 2351 -0.3054 0.7656 0.5662 338.25 55.51 5.08 4.08 21 96 
2612827 1147019 2352 -0.2920 0.7787 0.5553 339.44 56.27 5.44 2.97 21 96 
2612829 1147019 2353 -0.2803 0.7914 0.5433 340.49 57.09 5.79 2.35 21 96 
2612831 1147019 2354 -0.2649 0.8167 0.5127 342.03 59.16 6.24 1.89 21 96 
2612833 1147019 2355 0.2512 -0.8377 -0.4849 343.30 60.99 6.61 1.64 21 96 
2612835 1147019 2355 0.2330 -0.8672 -0.4401 344.96 63.89 7.07 1.45 21 96 
2612837 1147019 2357 0.2175 -0.8898 -0.4012 346.26 66.35 7.41 1.37 21 96 
2612839 1147019 2358 0.2061 -0.9045 -0.3733 347.16 68.08 7.54 1.40 21 96 
2612841 1147019 2358 0.1919 -0.9234 -0.3323 348.26 70.59 7.83 1.40 21 96 
2612843 1147019 2359 0.1841 -0.9329 -0.3094 348.84 71.98 7.92 1.50 21 96 
2612845 1147019 2360 0.1851 -0.9322 -0.3112 348.77 71.87 7.89 1.65 21 96 
2612847 1147019 2361 0.1822 -0.9356 -0.3026 348.98 72.39 7.90 1.83 21 96 
2612933 1147049 2370 0.3451 -0.8383 -0.4222 337.63 65.03 6.34 1.22 22 58 
2612935 1147051 2369 0.3318 -0.8415 -0.4263 338.48 64.77 6.67 0.99 22 58 
2612937 1147051 2370 0.3254 -0.8552 -0.4035 339.17 66.20 6.31 1.13 22 58 
2612939 1147053 2369 0.3226 -0.8727 -0.3665 339.72 68.50 5.71 1.49 22 58 
2612941 1147053 2369 0.3270 -0.8992 -0.2907 340.02 73.10 5.20 2.00 22 58 
2612943 1147055 2366 0.3415 -0.9337 -0.1082 339.91 83.79 4.98 2.33 22 58 
2612945 1147055 2366 0.3415 -0.9387 0.0477 160.01 87.27 4.98 2.07 22 58 
2612947 1147055 2366 0.3322 -0.9346 0.1273 160.43 82.69 5.07 1.67 22 58 
2612949 1147057 2364 0.3226 -0.9321 0.1646 160.91 80.53 5.11 1.44 22 58 
2612951 1147057 2366 0.3072 -0.9336 0.1842 161.78 79.39 5.32 1.20 22 58 
2612953 1147057 2369 0.2931 -0.9366 0.1918 162.62 78.94 5.40 1.13 22 58 
2612955 1147059 2368 0.2808 -0.9397 0.1953 163.36 78.74 5.36 1.16 22 58 
2612957 1147059 2370 0.2656 -0.9478 0.1764 164.35 79.84 5.54 1.11 22 58 
2612959 1147059 2371 0.2532 -0.9537 0.1624 165.13 80.65 5.57 1.14 22 58 
2612961 1147059 2372 0.2294 -0.9645 0.1311 166.62 82.47 5.76 1.08 22 58 
2612963 1147059 2373 0.2081 -0.9730 0.1000 167.93 84.26 5.75 1.05 22 58 
2612965 1147059 2372 0.1823 -0.9811 0.0655 169.47 86.25 5.92 0.93 22 58 
2612967 1147061 2365 0.1637 -0.9857 0.0391 170.57 87.76 5.99 0.84 22 58 
2612969 1147061 2362 0.1565 -0.9869 0.0386 170.99 87.79 6.25 0.74 22 58 
2612971 1147061 2360 0.1535 -0.9875 0.0366 171.17 87.90 6.30 0.69 22 58 
2612973 1147061 2358 0.1471 -0.9886 0.0306 171.54 88.25 6.41 0.62 22 58 
2612975 1147061 2357 0.1483 -0.9881 0.0402 171.46 87.69 6.43 0.59 22 58 
2612977 1147061 2355 0.1538 -0.9868 0.0503 171.14 87.12 6.35 0.57 22 58 
2612979 1147061 2353 0.1642 -0.9841 0.0675 170.53 86.13 5.99 0.60 22 58 
2612981 1147061 2353 0.1776 -0.9800 0.0895 169.73 84.86 5.51 0.68 22 58 
2612983 1147061 2353 0.1920 -0.9762 0.1008 168.87 84.21 5.35 0.70 22 58 
2612985 1147061 2354 0.2093 -0.9717 0.1099 167.84 83.69 5.07 0.77 22 58 
2612987 1147063 2353 -0.2284 0.9667 -0.1157 166.71 83.36 4.75 0.94 22 58 
2612989 1147063 2355 -0.2495 0.9615 -0.1149 165.45 83.40 4.44 1.26 22 58 
2612991 1147063 2357 0.2737 -0.9569 0.0970 164.04 84.44 4.16 2.03 22 58 
2613001 1147443 2330 0.5510 0.1939 -0.8117 250.61 35.74 4.60 7.03 23 109 
2613001 1147441 2329 0.2832 0.2978 -0.9116 223.56 24.27 4.90 5.64 23 109 
2613001 1147439 2328 0.1256 0.3468 -0.9295 199.91 21.65 5.23 4.27 23 109 
2613001 1147437 2327 0.0420 0.3697 -0.9282 186.48 21.84 5.43 3.74 23 109 
2613001 1147435 2326 -0.0025 0.3801 -0.9249 179.62 22.34 5.49 3.73 23 109 
2613001 1147433 2326 -0.0188 0.3825 -0.9238 177.18 22.51 5.47 3.97 23 109 
2613001 1147431 2326 -0.0102 0.3782 -0.9257 178.45 22.23 5.43 4.29 23 109 
2613001 1147429 2327 0.0155 0.3694 -0.9292 182.40 21.70 5.41 4.61 23 109 
2613001 1147427 2327 0.0917 0.3455 -0.9339 194.86 20.94 5.36 4.93 23 109 
2612999 1147425 2325 0.1833 0.3139 -0.9316 210.28 21.31 5.34 4.98 23 109 
2612999 1147423 2326 0.2777 0.2775 -0.9197 225.01 23.12 5.34 4.81 23 109 
2612997 1147421 2325 0.3636 0.2403 -0.9001 236.54 25.84 5.36 4.42 23 109 
2612995 1147419 2323 0.4362 0.2049 -0.8762 244.84 28.81 5.40 3.94 23 109 
2612993 1147417 2320 0.4939 0.1734 -0.8521 250.66 31.56 5.45 3.45 23 109 
2612993 1147415 2321 0.5370 0.1465 -0.8307 254.74 33.83 5.53 2.97 23 109 
2612991 1147413 2318 0.5667 0.1248 -0.8144 257.58 35.47 5.64 2.53 23 109 
2612989 1147411 2316 0.5728 0.1138 -0.8118 258.77 35.73 5.83 2.17 23 109 
2612987 1147409 2314 0.5759 0.1035 -0.8109 259.82 35.81 6.12 1.81 23 109 
2612985 1147407 2313 0.5793 0.0929 -0.8098 260.89 35.93 6.48 1.50 23 109 
2612983 1147405 2311 0.5868 0.0818 -0.8056 262.06 36.34 6.75 1.32 23 109 
2612983 1147403 2312 0.5967 0.0715 -0.7993 263.17 36.94 6.84 1.23 23 109 
2612981 1147401 2311 0.6067 0.0628 -0.7924 264.09 37.59 6.81 1.20 23 109 
2612981 1147399 2311 0.6169 0.0558 -0.7851 264.83 38.27 6.75 1.19 23 109 
2612981 1147397 2311 0.6252 0.0508 -0.7788 265.35 38.85 6.68 1.18 23 109 
2612981 1147395 2311 0.6323 0.0469 -0.7733 265.76 39.35 6.63 1.16 23 109 
2612981 1147393 2310 0.6373 0.0437 -0.7693 266.08 39.70 6.59 1.15 23 109 
2612981 1147391 2310 0.6382 0.0417 -0.7688 266.26 39.76 6.57 1.13 23 109 
2612981 1147389 2310 0.6355 0.0412 -0.7710 266.29 39.55 6.57 1.12 23 109 
2612981 1147387 2309 0.6340 0.0406 -0.7723 266.34 39.44 6.60 1.11 23 109 
2612981 1147385 2309 0.6357 0.0390 -0.7710 266.49 39.56 6.58 1.09 23 109 
2612983 1147383 2310 0.6398 0.0376 -0.7676 266.64 39.86 6.59 1.08 23 109 
2612983 1147381 2309 0.6443 0.0372 -0.7639 266.70 40.19 6.59 1.08 23 109 
2612983 1147379 2308 0.6492 0.0368 -0.7597 266.75 40.56 6.57 1.08 23 109 
2612983 1147377 2307 -0.6525 -0.0380 0.7568 266.67 40.82 6.59 1.09 23 109 
2612983 1147375 2306 -0.6524 -0.0408 0.7568 266.42 40.82 6.55 1.16 23 109 
2612983 1147373 2306 -0.6530 -0.0419 0.7562 266.32 40.87 6.54 1.23 23 109 
2612985 1147371 2307 -0.6626 -0.0419 0.7478 266.38 41.60 6.56 1.26 23 109 
2612985 1147369 2308 -0.6600 -0.0423 0.7500 266.34 41.41 6.55 1.37 23 109 
2612985 1147367 2308 -0.6598 -0.0409 0.7503 266.45 41.38 6.54 1.47 23 109 
2612985 1147365 2308 -0.6592 -0.0397 0.7509 266.56 41.33 6.53 1.58 23 109 
2612985 1147363 2309 -0.6567 -0.0400 0.7531 266.51 41.14 6.53 1.65 23 109 
2612985 1147361 2309 -0.6361 -0.0399 0.7706 266.41 39.59 6.52 1.79 23 109 
2612985 1147359 2309 0.6139 0.0396 -0.7884 266.31 37.97 6.48 1.97 23 109 
2612985 1147357 2310 0.5859 0.0387 -0.8095 266.22 35.95 6.42 2.09 23 109 
2612983 1147355 2307 0.5593 0.0379 -0.8281 266.12 34.10 6.36 2.23 23 109 
2612983 1147353 2308 -0.5127 -0.0343 0.8579 266.17 30.92 6.24 2.37 23 109 
2612983 1147351 2309 -0.4686 -0.0305 0.8829 266.28 28.01 6.12 2.50 23 109 
2612983 1147349 2309 -0.4055 -0.0228 0.9138 266.78 23.97 6.00 2.67 23 109 
2612983 1147347 2310 -0.3476 -0.0157 0.9375 267.41 20.36 5.86 2.86 23 109 
2612983 1147345 2310 -0.2852 -0.0071 0.9584 268.58 16.58 5.73 3.11 23 109 
2612983 1147343 2310 -0.2232 0.0013 0.9748 270.33 12.90 5.59 3.48 23 109 
2612983 1147341 2310 -0.1450 0.0130 0.9894 275.13 8.37 5.46 3.82 23 109 
2612983 1147339 2309 -0.0689 0.0248 0.9973 289.77 4.20 5.34 4.23 23 109 
2612983 1147337 2309 0.0089 0.0371 0.9993 13.51 2.19 5.22 4.76 23 109 
2612983 1147335 2308 0.0870 0.0494 0.9950 60.40 5.74 5.11 5.41 23 109 
2613181 1146151 2783 0.5367 -0.7326 0.4186 143.77 65.25 4.39 1.24 24 372 
2613183 1146153 2781 0.5341 -0.7316 0.4236 143.87 64.94 4.39 1.22 24 372 
2613185 1146155 2778 0.5315 -0.7304 0.4288 143.96 64.61 4.39 1.20 24 372 
2613187 1146155 2776 0.5289 -0.7293 0.4340 144.05 64.28 4.39 1.18 24 372 
2613189 1146157 2774 0.5261 -0.7285 0.4388 144.16 63.97 4.39 1.16 24 372 
2613191 1146159 2772 0.5233 -0.7276 0.4436 144.27 63.67 4.39 1.13 24 372 
2613193 1146161 2768 0.5205 -0.7268 0.4481 144.39 63.38 4.40 1.11 24 372 
2613195 1146163 2765 0.5178 -0.7261 0.4524 144.51 63.10 4.41 1.09 24 372 
2613197 1146165 2763 0.5150 -0.7256 0.4563 144.63 62.85 4.41 1.07 24 372 
2613199 1146167 2763 0.5123 -0.7254 0.4597 144.77 62.63 4.42 1.05 24 372 
2613201 1146169 2764 0.5095 -0.7253 0.4630 144.91 62.42 4.42 1.04 24 372 
2613203 1146171 2764 0.5067 -0.7254 0.4660 145.06 62.23 4.43 1.02 24 372 
2613205 1146173 2762 0.5038 -0.7255 0.4689 145.22 62.04 4.44 1.01 24 372 
2613207 1146175 2760 0.5009 -0.7259 0.4714 145.39 61.88 4.45 0.99 24 372 
2613209 1146177 2758 0.4980 -0.7265 0.4734 145.57 61.74 4.46 0.98 24 372 
2613211 1146179 2756 0.4952 -0.7274 0.4751 145.76 61.63 4.47 0.96 24 372 
2613213 1146181 2755 0.4923 -0.7285 0.4764 145.95 61.55 4.49 0.95 24 372 
2613215 1146183 2755 0.4895 -0.7297 0.4775 146.14 61.48 4.51 0.94 24 372 
2613217 1146185 2755 0.4866 -0.7310 0.4784 146.35 61.42 4.53 0.92 24 372 
2613219 1146185 2753 0.4837 -0.7327 0.4788 146.57 61.39 4.55 0.91 24 372 
2613221 1146187 2754 0.4808 -0.7344 0.4790 146.79 61.38 4.58 0.89 24 372 
2613223 1146189 2755 0.4779 -0.7363 0.4791 147.01 61.37 4.62 0.87 24 372 
2613225 1146191 2755 0.4751 -0.7382 0.4789 147.24 61.38 4.66 0.85 24 372 
2613227 1146191 2753 0.4723 -0.7405 0.4782 147.47 61.43 4.70 0.84 24 372 
2613229 1146193 2751 0.4696 -0.7428 0.4771 147.70 61.50 4.74 0.82 24 372 
2613231 1146195 2748 0.4670 -0.7453 0.4759 147.93 61.58 4.78 0.80 24 372 
2613233 1146195 2746 0.4646 -0.7477 0.4744 148.15 61.68 4.82 0.79 24 372 
2613235 1146195 2744 0.4623 -0.7502 0.4727 148.36 61.79 4.86 0.78 24 372 
2613237 1146197 2742 0.4600 -0.7528 0.4708 148.57 61.92 4.89 0.77 24 372 
2613239 1146197 2740 0.4579 -0.7555 0.4686 148.78 62.05 4.93 0.76 24 372 
2613241 1146199 2738 0.4560 -0.7580 0.4664 148.97 62.20 4.96 0.75 24 372 
2613243 1146199 2736 0.4541 -0.7605 0.4642 149.15 62.34 4.98 0.75 24 372 
2613245 1146199 2733 0.4525 -0.7628 0.4620 149.33 62.49 5.00 0.74 24 372 
2613247 1146201 2731 0.4507 -0.7652 0.4597 149.50 62.64 5.03 0.74 24 372 
2613249 1146201 2729 0.4492 -0.7675 0.4573 149.66 62.79 5.05 0.74 24 372 
2613251 1146201 2727 0.4480 -0.7696 0.4551 149.80 62.93 5.06 0.74 24 372 
2613253 1146201 2725 0.4472 -0.7712 0.4531 149.89 63.06 5.06 0.75 24 372 
2613255 1146201 2724 0.4472 -0.7720 0.4516 149.92 63.15 5.06 0.76 24 372 
2613257 1146201 2723 0.4476 -0.7725 0.4506 149.91 63.22 5.05 0.77 24 372 
2613259 1146201 2722 0.4487 -0.7717 0.4506 149.82 63.22 5.04 0.79 24 372 
2613261 1146203 2724 0.4506 -0.7699 0.4518 149.66 63.14 5.03 0.81 24 372 
2613263 1146203 2724 0.4532 -0.7671 0.4540 149.43 63.00 5.03 0.83 24 372 
2613265 1146203 2724 0.4563 -0.7633 0.4573 149.13 62.79 5.03 0.86 24 372 
2613267 1146203 2723 0.4599 -0.7587 0.4614 148.78 62.52 5.03 0.89 24 372 
2613269 1146203 2723 0.4639 -0.7532 0.4663 148.37 62.20 5.03 0.92 24 372 
2613271 1146203 2722 0.4684 -0.7469 0.4720 147.91 61.83 5.03 0.95 24 372 
2613273 1146203 2720 0.4732 -0.7398 0.4783 147.39 61.43 5.04 0.98 24 372 
2613275 1146203 2718 0.4784 -0.7319 0.4852 146.83 60.98 5.05 1.01 24 372 
2613277 1146203 2716 0.4840 -0.7231 0.4928 146.20 60.48 5.05 1.04 24 372 
2613279 1146203 2713 0.4900 -0.7133 0.5012 145.51 59.92 5.06 1.07 24 372 
2613281 1146201 2709 0.4963 -0.7023 0.5103 144.75 59.31 5.08 1.10 24 372 
2613283 1146201 2707 0.5029 -0.6904 0.5201 143.93 58.66 5.10 1.13 24 372 
2613285 1146201 2705 0.5097 -0.6776 0.5302 143.05 57.98 5.12 1.15 24 372 
2613287 1146201 2702 0.5166 -0.6636 0.5410 142.10 57.25 5.15 1.17 24 372 
2613289 1146199 2699 0.5238 -0.6482 0.5526 141.06 56.45 5.18 1.19 24 372 
2613291 1146197 2697 0.5310 -0.6321 0.5644 139.97 55.64 5.22 1.20 24 372 
2613293 1146197 2695 0.5379 -0.6157 0.5759 138.86 54.84 5.27 1.20 24 372 
2613295 1146195 2692 0.5446 -0.5989 0.5871 137.72 54.05 5.33 1.19 24 372 
2613297 1146193 2691 -0.5512 0.5815 -0.5984 136.53 53.24 5.40 1.18 24 372 
2613299 1146191 2689 -0.5573 0.5643 -0.6091 135.35 52.48 5.47 1.16 24 372 
2613299 1146189 2688 -0.5630 0.5478 -0.6188 134.22 51.77 5.56 1.14 24 372 
2613301 1146187 2685 -0.5682 0.5322 -0.6276 133.13 51.13 5.64 1.11 24 372 
2613303 1146185 2680 -0.5730 0.5174 -0.6356 132.08 50.53 5.74 1.07 24 372 
2613303 1146183 2677 -0.5772 0.5037 -0.6427 131.11 50.01 5.84 1.04 24 372 
2613305 1146181 2670 -0.5811 0.4912 -0.6489 130.21 49.54 5.95 1.00 24 372 
2613307 1146179 2665 -0.5845 0.4797 -0.6544 129.37 49.13 6.06 0.95 24 372 
2613307 1146177 2663 -0.5876 0.4694 -0.6590 128.62 48.77 6.19 0.91 24 372 
2613309 1146175 2661 -0.5903 0.4608 -0.6628 127.97 48.49 6.31 0.87 24 372 
2613309 1146173 2660 -0.5927 0.4531 -0.6659 127.40 48.25 6.42 0.84 24 372 
2613311 1146171 2657 -0.5946 0.4471 -0.6682 126.94 48.07 6.52 0.80 24 372 
2613313 1146169 2654 -0.5963 0.4420 -0.6701 126.55 47.92 6.61 0.77 24 372 
2613315 1146167 2649 -0.5976 0.4384 -0.6713 126.26 47.83 6.67 0.75 24 372 
2613317 1146165 2643 -0.5986 0.4359 -0.6721 126.06 47.77 6.70 0.73 24 372 
2613319 1146167 2646 -0.5995 0.4338 -0.6727 125.89 47.73 6.73 0.72 24 372 
2613321 1146167 2644 -0.6002 0.4319 -0.6732 125.74 47.69 6.75 0.70 24 372 
2613323 1146167 2642 -0.6010 0.4301 -0.6737 125.59 47.65 6.78 0.69 24 372 
2613325 1146167 2639 -0.6018 0.4285 -0.6740 125.45 47.62 6.80 0.67 24 372 
2613327 1146169 2641 -0.6024 0.4274 -0.6741 125.36 47.61 6.83 0.65 24 372 
2613329 1146169 2638 -0.6030 0.4263 -0.6743 125.26 47.60 6.85 0.64 24 372 
2613331 1146169 2635 -0.6035 0.4257 -0.6742 125.20 47.61 6.87 0.63 24 372 
2613333 1146171 2634 -0.6040 0.4251 -0.6741 125.14 47.61 6.89 0.61 24 372 
2613335 1146171 2631 -0.6044 0.4249 -0.6740 125.11 47.63 6.90 0.60 24 372 
2613337 1146173 2630 -0.6047 0.4248 -0.6737 125.09 47.64 6.91 0.59 24 372 
2613339 1146173 2627 -0.6050 0.4246 -0.6736 125.06 47.66 6.92 0.57 24 372 
2613341 1146175 2628 -0.6051 0.4247 -0.6733 125.06 47.67 6.92 0.56 24 372 
2613343 1146177 2630 -0.6051 0.4252 -0.6732 125.09 47.69 6.91 0.55 24 372 
2613345 1146177 2630 -0.6049 0.4257 -0.6730 125.13 47.70 6.90 0.54 24 372 
2613347 1146179 2632 -0.6045 0.4264 -0.6728 125.20 47.71 6.90 0.53 24 372 
2613349 1146179 2633 -0.6041 0.4273 -0.6727 125.28 47.72 6.90 0.52 24 372 
2613351 1146179 2633 -0.6035 0.4282 -0.6727 125.36 47.73 6.90 0.51 24 372 
2613353 1146179 2632 -0.6028 0.4292 -0.6727 125.45 47.73 6.91 0.50 24 372 
2613355 1146177 2630 -0.6019 0.4301 -0.6728 125.55 47.72 6.93 0.49 24 372 
2613357 1146177 2629 -0.6010 0.4309 -0.6731 125.64 47.69 6.97 0.47 24 372 
2613359 1146177 2628 -0.6000 0.4316 -0.6736 125.73 47.65 7.01 0.46 24 372 
2613361 1146175 2625 -0.5990 0.4321 -0.6741 125.81 47.61 7.06 0.45 24 372 
2613363 1146173 2621 -0.5982 0.4325 -0.6747 125.87 47.57 7.09 0.44 24 372 
2613365 1146173 2619 -0.5974 0.4324 -0.6754 125.90 47.52 7.13 0.42 24 372 
2613367 1146173 2618 -0.5968 0.4321 -0.6761 125.91 47.46 7.17 0.41 24 372 
2613369 1146171 2612 -0.5963 0.4315 -0.6770 125.89 47.39 7.20 0.41 24 372 
2613371 1146171 2611 -0.5959 0.4307 -0.6777 125.86 47.33 7.21 0.40 24 372 
2613373 1146171 2611 -0.5957 0.4300 -0.6784 125.82 47.28 7.21 0.39 24 372 
2613375 1146171 2610 -0.5956 0.4292 -0.6790 125.77 47.23 7.21 0.39 24 372 
2613377 1146171 2610 -0.5955 0.4284 -0.6796 125.73 47.19 7.20 0.38 24 372 
2613379 1146171 2609 -0.5952 0.4277 -0.6803 125.70 47.13 7.21 0.38 24 372 
2613381 1146173 2611 -0.5948 0.4271 -0.6810 125.68 47.08 7.22 0.37 24 372 
2613383 1146173 2610 -0.5945 0.4269 -0.6815 125.68 47.04 7.23 0.37 24 372 
2613385 1146175 2610 -0.5941 0.4268 -0.6818 125.69 47.02 7.23 0.36 24 372 
2613387 1146175 2608 -0.5939 0.4271 -0.6818 125.72 47.01 7.22 0.36 24 372 
2613389 1146177 2607 -0.5936 0.4277 -0.6817 125.77 47.03 7.22 0.36 24 372 
2613391 1146179 2607 -0.5934 0.4284 -0.6815 125.82 47.04 7.20 0.35 24 372 
2613393 1146181 2606 -0.5931 0.4291 -0.6812 125.89 47.06 7.19 0.35 24 372 
2613395 1146183 2605 -0.5928 0.4298 -0.6811 125.94 47.07 7.18 0.35 24 372 
2613397 1146185 2604 -0.5925 0.4302 -0.6811 125.98 47.07 7.18 0.35 24 372 
2613399 1146187 2602 -0.5921 0.4304 -0.6813 126.01 47.06 7.18 0.35 24 372 
2613401 1146189 2599 -0.5917 0.4304 -0.6817 126.03 47.02 7.18 0.35 24 372 
2613403 1146191 2597 -0.5912 0.4301 -0.6823 126.04 46.98 7.19 0.35 24 372 
2613403 1146193 2596 -0.5907 0.4298 -0.6829 126.04 46.93 7.20 0.35 24 372 
2613405 1146195 2594 0.5902 -0.4296 0.6834 126.05 46.89 7.21 0.35 24 372 
2613407 1146197 2593 0.5900 -0.4297 0.6836 126.07 46.87 7.21 0.35 24 372 
2613409 1146199 2592 0.5897 -0.4299 0.6838 126.09 46.86 7.21 0.35 24 372 
2613409 1146201 2594 0.5894 -0.4302 0.6838 126.12 46.86 7.20 0.35 24 372 
2613411 1146203 2593 0.5892 -0.4308 0.6836 126.18 46.88 7.19 0.36 24 372 
2613413 1146205 2593 0.5890 -0.4316 0.6832 126.23 46.91 7.18 0.36 24 372 
2613413 1146207 2594 0.5891 -0.4325 0.6826 126.29 46.95 7.17 0.37 24 372 
2613415 1146209 2595 0.5892 -0.4334 0.6819 126.34 47.01 7.16 0.37 24 372 
2613417 1146211 2595 0.5894 -0.4344 0.6811 126.39 47.07 7.16 0.38 24 372 
2613417 1146213 2598 0.5898 -0.4354 0.6801 126.44 47.15 7.17 0.38 24 372 
2613419 1146215 2597 0.5903 -0.4364 0.6790 126.48 47.23 7.17 0.39 24 372 
2613419 1146217 2599 0.5908 -0.4375 0.6779 126.52 47.32 7.18 0.39 24 372 
2613421 1146219 2599 0.5914 -0.4384 0.6768 126.55 47.41 7.19 0.40 24 372 
2613421 1146221 2600 0.5920 -0.4392 0.6757 126.57 47.49 7.20 0.40 24 372 
2613423 1146223 2600 0.5926 -0.4400 0.6747 126.59 47.57 7.22 0.41 24 372 
2613423 1146225 2601 0.5932 -0.4406 0.6738 126.61 47.64 7.23 0.42 24 372 
2613425 1146227 2600 0.5934 -0.4410 0.6733 126.62 47.67 7.23 0.43 24 372 
2613425 1146229 2601 0.5934 -0.4413 0.6732 126.63 47.69 7.24 0.44 24 372 
2613427 1146231 2600 0.5933 -0.4415 0.6731 126.65 47.69 7.24 0.45 24 372 
