X Y Z Dir_X Dir_Y Dir_Z Dip_Direction Dip M K T n(T)
2612091 1147099 1893 0.6248 -0.7568 0.1921 140.45 78.92 5.60 2.48 16 995 
2612161 1147169 1954 0.6195 -0.7599 0.1966 140.81 78.66 5.68 2.49 16 995 
2612163 1147171 1952 0.6158 -0.7610 0.2043 141.02 78.21 5.68 2.46 16 995 
2612165 1147173 1949 0.6120 -0.7619 0.2118 141.23 77.77 5.68 2.43 16 995 
2612167 1147175 1949 0.6083 -0.7628 0.2192 141.43 77.34 5.68 2.39 16 995 
2612167 1147177 1948 0.6046 -0.7636 0.2267 141.63 76.90 5.69 2.36 16 995 
2612169 1147179 1953 0.6008 -0.7643 0.2341 141.83 76.46 5.68 2.33 16 995 
2612171 1147179 1961 0.5973 -0.7649 0.2410 142.01 76.05 5.69 2.28 16 995 
2612173 1147181 1959 0.5939 -0.7655 0.2477 142.20 75.66 5.69 2.25 16 995 
2612175 1147183 1954 0.5908 -0.7659 0.2537 142.36 75.31 5.69 2.21 16 995 
2612177 1147183 1951 0.5877 -0.7663 0.2596 142.52 74.95 5.68 2.18 16 995 
2612179 1147183 1949 0.5845 -0.7667 0.2656 142.68 74.60 5.68 2.15 16 995 
2612181 1147183 1949 0.5817 -0.7670 0.2709 142.82 74.28 5.68 2.11 16 995 
2612183 1147183 1948 0.5788 -0.7672 0.2763 142.97 73.96 5.67 2.08 16 995 
2612185 1147183 1947 0.5762 -0.7674 0.2812 143.10 73.67 5.67 2.04 16 995 
2612187 1147183 1943 0.5736 -0.7675 0.2862 143.23 73.37 5.67 2.01 16 995 
2612189 1147183 1938 0.5712 -0.7677 0.2906 143.35 73.11 5.67 1.97 16 995 
2612191 1147183 1940 0.5687 -0.7678 0.2951 143.47 72.84 5.66 1.93 16 995 
2612193 1147183 1943 0.5661 -0.7679 0.2998 143.60 72.55 5.66 1.90 16 995 
2612195 1147183 1943 0.5638 -0.7680 0.3040 143.72 72.30 5.66 1.87 16 995 
2612197 1147183 1936 0.5613 -0.7680 0.3084 143.84 72.04 5.66 1.83 16 995 
2612199 1147183 1934 0.5591 -0.7681 0.3122 143.95 71.81 5.66 1.80 16 995 
2612201 1147183 1935 0.5566 -0.7682 0.3162 144.07 71.57 5.66 1.78 16 995 
2612203 1147183 1933 0.5544 -0.7683 0.3198 144.18 71.35 5.65 1.76 16 995 
2612205 1147183 1933 0.5524 -0.7685 0.3229 144.29 71.16 5.65 1.75 16 995 
2612207 1147183 1934 0.5503 -0.7687 0.3261 144.40 70.97 5.64 1.74 16 995 
2612209 1147183 1934 0.5482 -0.7689 0.3289 144.51 70.80 5.63 1.73 16 995 
2612211 1147183 1936 0.5462 -0.7692 0.3317 144.62 70.63 5.63 1.72 16 995 
2612213 1147183 1938 0.5444 -0.7695 0.3340 144.72 70.49 5.62 1.70 16 995 
2612215 1147185 1944 0.5428 -0.7697 0.3362 144.81 70.36 5.62 1.69 16 995 
2612217 1147185 1958 0.5419 -0.7699 0.3370 144.86 70.30 5.62 1.66 16 995 
2612219 1147185 1960 0.5410 -0.7702 0.3378 144.92 70.26 5.62 1.63 16 995 
2612221 1147187 1961 0.5400 -0.7705 0.3386 144.98 70.21 5.62 1.61 16 995 
2612223 1147189 1960 0.5394 -0.7710 0.3385 145.02 70.21 5.63 1.58 16 995 
2612225 1147191 1959 0.5388 -0.7714 0.3387 145.07 70.21 5.63 1.55 16 995 
2612225 1147193 1955 0.5383 -0.7719 0.3382 145.11 70.24 5.63 1.52 16 995 
2612227 1147195 1957 0.5377 -0.7724 0.3380 145.16 70.25 5.64 1.50 16 995 
2612227 1147197 1957 0.5372 -0.7730 0.3376 145.20 70.27 5.64 1.48 16 995 
2612229 1147199 1960 0.5370 -0.7737 0.3363 145.24 70.35 5.65 1.46 16 995 
2612229 1147201 1960 0.5371 -0.7745 0.3343 145.26 70.47 5.65 1.44 16 995 
2612231 1147203 1963 0.5375 -0.7753 0.3317 145.27 70.63 5.66 1.42 16 995 
2612231 1147205 1963 0.5381 -0.7762 0.3286 145.27 70.81 5.67 1.40 16 995 
2612233 1147207 1967 0.5390 -0.7771 0.3250 145.25 71.04 5.67 1.39 16 995 
2612233 1147209 1969 0.5402 -0.7780 0.3207 145.23 71.29 5.68 1.38 16 995 
2612235 1147211 1973 0.5414 -0.7788 0.3168 145.20 71.53 5.68 1.37 16 995 
2612235 1147213 1974 0.5425 -0.7796 0.3129 145.17 71.77 5.68 1.37 16 995 
2612237 1147215 1978 0.5435 -0.7803 0.3094 145.14 71.98 5.67 1.37 16 995 
2612237 1147217 1978 0.5446 -0.7808 0.3063 145.10 72.16 5.67 1.38 16 995 
2612239 1147219 1982 0.5456 -0.7812 0.3033 145.07 72.35 5.67 1.39 16 995 
2612239 1147221 1978 0.5466 -0.7815 0.3008 145.03 72.49 5.66 1.40 16 995 
2612239 1147223 1974 0.5475 -0.7817 0.2988 144.99 72.61 5.65 1.42 16 995 
2612241 1147225 1979 0.5485 -0.7818 0.2967 144.95 72.74 5.64 1.44 16 995 
2612241 1147227 1979 0.5493 -0.7817 0.2954 144.90 72.82 5.64 1.46 16 995 
2612243 1147229 1982 0.5501 -0.7816 0.2941 144.86 72.90 5.63 1.48 16 995 
2612243 1147231 1982 0.5511 -0.7814 0.2929 144.81 72.97 5.62 1.51 16 995 
2612243 1147233 1981 0.5520 -0.7810 0.2922 144.75 73.01 5.61 1.54 16 995 
2612245 1147235 1985 0.5530 -0.7808 0.2908 144.69 73.10 5.60 1.56 16 995 
2612245 1147237 1984 0.5538 -0.7804 0.2904 144.64 73.12 5.59 1.59 16 995 
2612247 1147239 1987 0.5547 -0.7798 0.2903 144.57 73.12 5.58 1.62 16 995 
2612247 1147241 1984 0.5553 -0.7791 0.2908 144.52 73.09 5.57 1.65 16 995 
2612249 1147243 1985 0.5560 -0.7783 0.2918 144.46 73.04 5.56 1.68 16 995 
2612251 1147245 1986 0.5570 -0.7776 0.2915 144.39 73.05 5.55 1.71 16 995 
2612253 1147247 1986 0.5579 -0.7770 0.2915 144.32 73.05 5.55 1.74 16 995 
2612255 1147249 1987 -0.5585 0.7761 -0.2929 144.26 72.97 5.54 1.77 16 995 
2612257 1147251 1987 -0.5596 0.7758 -0.2917 144.20 73.04 5.53 1.78 16 995 
2612259 1147253 1985 -0.5605 0.7755 -0.2907 144.14 73.10 5.53 1.80 16 995 
2612261 1147255 1983 -0.5613 0.7753 -0.2895 144.10 73.17 5.52 1.81 16 995 
2612263 1147257 1980 -0.5621 0.7753 -0.2878 144.06 73.27 5.52 1.82 16 995 
2612265 1147259 1977 -0.5628 0.7753 -0.2865 144.02 73.35 5.51 1.83 16 995 
2612267 1147261 1973 -0.5634 0.7751 -0.2860 143.99 73.38 5.51 1.84 16 995 
2612269 1147263 1970 -0.5639 0.7750 -0.2853 143.96 73.42 5.51 1.85 16 995 
2612271 1147265 1967 -0.5642 0.7748 -0.2853 143.94 73.42 5.51 1.87 16 995 
2612271 1147267 1963 -0.5644 0.7743 -0.2863 143.91 73.36 5.51 1.89 16 995 
2612273 1147269 1964 -0.5644 0.7740 -0.2871 143.90 73.32 5.51 1.91 16 995 
2612275 1147271 1965 -0.5644 0.7735 -0.2884 143.88 73.24 5.51 1.93 16 995 
2612275 1147273 1964 -0.5644 0.7732 -0.2893 143.87 73.18 5.50 1.95 16 995 
2612277 1147275 1966 0.5642 -0.7727 0.2908 143.87 73.09 5.50 1.98 16 995 
2612279 1147277 1967 0.5639 -0.7722 0.2928 143.86 72.98 5.50 2.00 16 995 
2612279 1147279 1966 0.5635 -0.7718 0.2947 143.86 72.86 5.50 2.04 16 995 
2612281 1147281 1969 0.5629 -0.7713 0.2969 143.88 72.73 5.50 2.08 16 995 
2612283 1147283 1970 0.5623 -0.7709 0.2993 143.89 72.58 5.49 2.13 16 995 
2612285 1147283 1972 0.5615 -0.7703 0.3023 143.91 72.41 5.49 2.18 16 995 
2612287 1147285 1973 0.5608 -0.7700 0.3042 143.93 72.29 5.48 2.24 16 995 
2612289 1147287 1973 0.5601 -0.7701 0.3053 143.97 72.23 5.47 2.31 16 995 
2612291 1147289 1974 0.5594 -0.7701 0.3065 144.00 72.15 5.46 2.39 16 995 
2612293 1147289 1975 0.5588 -0.7705 0.3067 144.05 72.14 5.44 2.48 16 995 
2612365 1147317 1957 0.5292 -0.6626 0.5299 141.39 58.00 5.51 2.47 16 995 
2612367 1147317 1958 -0.5286 0.6602 -0.5337 141.32 57.75 5.51 2.43 16 995 
2612369 1147319 1955 -0.5281 0.6584 -0.5363 141.27 57.57 5.51 2.38 16 995 
2612371 1147319 1957 -0.5279 0.6572 -0.5380 141.23 57.45 5.51 2.33 16 995 
2612373 1147319 1960 -0.5279 0.6564 -0.5390 141.19 57.39 5.51 2.27 16 995 
2612375 1147319 1962 -0.5279 0.6556 -0.5400 141.16 57.32 5.51 2.22 16 995 
2612377 1147321 1960 -0.5280 0.6549 -0.5407 141.12 57.27 5.52 2.17 16 995 
2612379 1147321 1961 -0.5282 0.6542 -0.5413 141.08 57.22 5.52 2.12 16 995 
2612381 1147323 1956 -0.5285 0.6536 -0.5418 141.04 57.20 5.52 2.08 16 995 
2612383 1147323 1955 -0.5288 0.6529 -0.5423 141.00 57.16 5.53 2.03 16 995 
2612385 1147323 1955 -0.5292 0.6526 -0.5423 140.96 57.16 5.54 1.98 16 995 
2612387 1147325 1949 -0.5295 0.6525 -0.5421 140.94 57.17 5.54 1.95 16 995 
2612389 1147325 1950 -0.5300 0.6528 -0.5413 140.93 57.23 5.54 1.92 16 995 
2612391 1147327 1948 -0.5304 0.6525 -0.5413 140.89 57.23 5.54 1.88 16 995 
2612393 1147327 1948 -0.5307 0.6518 -0.5418 140.85 57.19 5.55 1.85 16 995 
2612395 1147327 1949 -0.5310 0.6515 -0.5417 140.82 57.20 5.56 1.82 16 995 
2612397 1147329 1944 -0.5314 0.6513 -0.5416 140.79 57.20 5.56 1.79 16 995 
2612399 1147329 1944 -0.5318 0.6511 -0.5416 140.76 57.21 5.57 1.77 16 995 
2612401 1147331 1942 -0.5322 0.6511 -0.5412 140.74 57.24 5.57 1.74 16 995 
2612403 1147331 1942 -0.5324 0.6507 -0.5415 140.71 57.22 5.57 1.72 16 995 
2612405 1147333 1939 -0.5325 0.6498 -0.5424 140.67 57.15 5.58 1.70 16 995 
2612407 1147333 1939 -0.5325 0.6490 -0.5433 140.63 57.09 5.59 1.68 16 995 
2612409 1147333 1939 -0.5327 0.6486 -0.5436 140.61 57.07 5.59 1.66 16 995 
2612411 1147335 1937 -0.5327 0.6481 -0.5442 140.58 57.03 5.59 1.65 16 995 
2612413 1147335 1938 -0.5325 0.6467 -0.5461 140.53 56.90 5.60 1.64 16 995 
2612415 1147337 1939 -0.5322 0.6450 -0.5484 140.47 56.74 5.60 1.63 16 995 
2612417 1147337 1942 -0.5318 0.6430 -0.5511 140.41 56.56 5.61 1.62 16 995 
2612419 1147337 1946 -0.5313 0.6409 -0.5540 140.34 56.36 5.61 1.62 16 995 
2612421 1147339 1948 -0.5308 0.6386 -0.5572 140.26 56.14 5.61 1.62 16 995 
2612423 1147339 1952 -0.5303 0.6364 -0.5602 140.19 55.93 5.61 1.62 16 995 
2612425 1147341 1953 -0.5298 0.6341 -0.5632 140.12 55.72 5.60 1.62 16 995 
2612427 1147341 1955 -0.5293 0.6321 -0.5660 140.05 55.53 5.60 1.62 16 995 
2612429 1147343 1947 -0.5289 0.6302 -0.5685 139.99 55.36 5.59 1.62 16 995 
2612431 1147343 1943 -0.5285 0.6285 -0.5707 139.94 55.20 5.58 1.62 16 995 
2612433 1147345 1929 -0.5279 0.6274 -0.5724 139.92 55.08 5.58 1.62 16 995 
2612435 1147345 1927 -0.5273 0.6266 -0.5739 139.91 54.98 5.58 1.61 16 995 
2612437 1147345 1926 -0.5267 0.6255 -0.5756 139.90 54.86 5.57 1.60 16 995 
2612439 1147347 1922 -0.5259 0.6243 -0.5776 139.89 54.72 5.57 1.60 16 995 
2612441 1147347 1922 -0.5252 0.6230 -0.5797 139.87 54.57 5.56 1.59 16 995 
2612443 1147349 1921 -0.5244 0.6213 -0.5822 139.83 54.40 5.55 1.59 16 995 
2612445 1147349 1922 -0.5236 0.6195 -0.5849 139.80 54.21 5.54 1.58 16 995 
2612447 1147351 1923 -0.5227 0.6175 -0.5879 139.75 54.00 5.53 1.58 16 995 
2612447 1147353 1923 -0.5216 0.6153 -0.5910 139.71 53.77 5.52 1.57 16 995 
2612447 1147355 1922 -0.5205 0.6128 -0.5946 139.66 53.51 5.50 1.57 16 995 
2612447 1147357 1920 -0.5192 0.6103 -0.5983 139.61 53.25 5.49 1.57 16 995 
2612447 1147359 1919 -0.5179 0.6074 -0.6023 139.55 52.96 5.47 1.57 16 995 
2612447 1147361 1918 -0.5164 0.6047 -0.6063 139.50 52.68 5.45 1.57 16 995 
2612447 1147363 1916 -0.5149 0.6018 -0.6105 139.45 52.37 5.44 1.56 16 995 
2612447 1147365 1918 -0.5131 0.5987 -0.6151 139.40 52.04 5.42 1.56 16 995 
2612447 1147367 1921 -0.5111 0.5953 -0.6200 139.35 51.68 5.40 1.56 16 995 
2612447 1147369 1923 -0.5089 0.5918 -0.6251 139.31 51.31 5.39 1.56 16 995 
2612447 1147371 1925 -0.5065 0.5881 -0.6306 139.26 50.91 5.37 1.56 16 995 
2612447 1147373 1927 -0.5038 0.5842 -0.6364 139.22 50.48 5.36 1.55 16 995 
2612447 1147375 1930 0.5014 -0.5803 0.6418 139.17 50.07 5.34 1.55 16 995 
2612447 1147377 1931 0.4991 -0.5764 0.6470 139.11 49.68 5.32 1.55 16 995 
2612447 1147379 1931 0.4965 -0.5722 0.6527 139.05 49.25 5.30 1.55 16 995 
2612449 1147381 1932 0.4938 -0.5679 0.6585 138.99 48.81 5.27 1.56 16 995 
2612451 1147383 1931 0.4907 -0.5634 0.6646 138.94 48.34 5.26 1.56 16 995 
2612453 1147385 1927 0.4877 -0.5588 0.6708 138.89 47.87 5.23 1.56 16 995 
2612455 1147387 1925 0.4848 -0.5547 0.6762 138.84 47.45 5.22 1.56 16 995 
2612457 1147389 1923 -0.4815 0.5502 -0.6822 138.81 46.98 5.20 1.56 16 995 
2612459 1147389 1922 -0.4783 0.5457 -0.6881 138.77 46.52 5.19 1.56 16 995 
2612461 1147391 1919 -0.4746 0.5410 -0.6943 138.74 46.03 5.17 1.56 16 995 
2612463 1147391 1921 -0.4713 0.5364 -0.7001 138.70 45.56 5.16 1.56 16 995 
2612465 1147393 1916 -0.4676 0.5317 -0.7061 138.67 45.08 5.14 1.56 16 995 
2612467 1147395 1910 -0.4638 0.5269 -0.7122 138.64 44.59 5.13 1.56 16 995 
2612469 1147395 1911 -0.4602 0.5228 -0.7176 138.64 44.14 5.12 1.56 16 995 
2612471 1147395 1912 -0.4562 0.5184 -0.7233 138.65 43.67 5.11 1.55 16 995 
2612473 1147397 1908 -0.4521 0.5139 -0.7290 138.66 43.20 5.11 1.55 16 995 
2612475 1147397 1910 -0.4483 0.5097 -0.7344 138.67 42.75 5.10 1.54 16 995 
2612477 1147397 1912 -0.4447 0.5057 -0.7393 138.67 42.33 5.09 1.54 16 995 
2612479 1147399 1911 -0.4416 0.5025 -0.7433 138.69 41.99 5.09 1.53 16 995 
2612481 1147399 1913 -0.4390 0.4996 -0.7468 138.69 41.69 5.08 1.52 16 995 
2612483 1147399 1913 -0.4373 0.4975 -0.7492 138.69 41.48 5.08 1.51 16 995 
2612485 1147399 1911 -0.4359 0.4957 -0.7512 138.67 41.31 5.07 1.50 16 995 
2612487 1147399 1911 -0.4353 0.4944 -0.7524 138.64 41.20 5.07 1.49 16 995 
2612489 1147399 1912 -0.4355 0.4940 -0.7525 138.60 41.19 5.07 1.47 16 995 
2612491 1147399 1914 -0.4359 0.4937 -0.7525 138.56 41.19 5.07 1.46 16 995 
2612493 1147399 1912 -0.4361 0.4932 -0.7527 138.52 41.18 5.07 1.45 16 995 
2612495 1147399 1912 -0.4365 0.4929 -0.7527 138.47 41.18 5.07 1.43 16 995 
2612497 1147399 1912 -0.4370 0.4928 -0.7525 138.43 41.20 5.07 1.42 16 995 
2612499 1147399 1912 -0.4374 0.4925 -0.7524 138.39 41.20 5.07 1.41 16 995 
2612501 1147399 1920 -0.4379 0.4922 -0.7523 138.34 41.21 5.07 1.41 16 995 
2612503 1147399 1928 -0.4381 0.4916 -0.7526 138.29 41.18 5.07 1.40 16 995 
2612505 1147399 1932 -0.4378 0.4905 -0.7535 138.25 41.11 5.07 1.40 16 995 
2612507 1147399 1927 -0.4374 0.4898 -0.7542 138.23 41.05 5.07 1.40 16 995 
2612509 1147399 1933 -0.4367 0.4887 -0.7553 138.21 40.95 5.07 1.40 16 995 
2612511 1147399 1942 -0.4357 0.4873 -0.7568 138.20 40.82 5.06 1.41 16 995 
2612513 1147401 1939 -0.4345 0.4857 -0.7585 138.18 40.67 5.06 1.41 16 995 
2612515 1147401 1952 -0.4330 0.4842 -0.7603 138.20 40.51 5.06 1.42 16 995 
2612517 1147403 1945 -0.4314 0.4826 -0.7622 138.21 40.34 5.06 1.43 16 995 
2612517 1147405 1927 -0.4303 0.4812 -0.7638 138.20 40.20 5.06 1.43 16 995 
2612517 1147407 1915 -0.4287 0.4795 -0.7657 138.21 40.03 5.05 1.44 16 995 
2612517 1147409 1917 -0.4278 0.4783 -0.7670 138.19 39.92 5.05 1.45 16 995 
2612517 1147411 1918 -0.4271 0.4771 -0.7681 138.16 39.82 5.05 1.46 16 995 
2612519 1147413 1925 -0.4257 0.4753 -0.7700 138.15 39.65 5.05 1.48 16 995 
2612517 1147415 1922 -0.4247 0.4736 -0.7715 138.12 39.51 5.04 1.49 16 995 
2612517 1147417 1924 -0.4241 0.4720 -0.7729 138.06 39.39 5.04 1.51 16 995 
2612517 1147419 1929 -0.4233 0.4704 -0.7743 138.02 39.26 5.03 1.53 16 995 
2612517 1147421 1934 -0.4230 0.4690 -0.7753 137.95 39.17 5.03 1.54 16 995 
2612517 1147423 1936 -0.4233 0.4678 -0.7758 137.86 39.12 5.03 1.56 16 995 
2612517 1147425 1937 -0.4234 0.4665 -0.7766 137.78 39.05 5.02 1.58 16 995 
2612517 1147427 1939 -0.4243 0.4657 -0.7766 137.67 39.05 5.02 1.59 16 995 
2612517 1147429 1940 -0.4250 0.4648 -0.7768 137.56 39.03 5.02 1.61 16 995 
2612517 1147431 1942 -0.4262 0.4640 -0.7766 137.43 39.05 5.02 1.62 16 995 
2612517 1147433 1944 -0.4270 0.4630 -0.7767 137.31 39.04 5.02 1.64 16 995 
2612517 1147435 1946 -0.4285 0.4622 -0.7763 137.17 39.07 5.02 1.66 16 995 
2612517 1147437 1948 -0.4296 0.4612 -0.7764 137.03 39.07 5.02 1.68 16 995 
2612517 1147439 1952 -0.4302 0.4598 -0.7768 136.91 39.03 5.01 1.71 16 995 
2612517 1147441 1955 -0.4305 0.4583 -0.7776 136.79 38.96 5.00 1.74 16 995 
2612625 1147727 2002 -0.7192 0.3682 -0.5893 117.11 53.89 5.85 2.43 16 995 
2612625 1147729 2002 -0.7201 0.3685 -0.5879 117.10 53.99 5.85 2.31 16 995 
2612627 1147731 2003 -0.7202 0.3686 -0.5877 117.10 54.01 5.84 2.20 16 995 
2612627 1147733 2003 -0.7199 0.3687 -0.5880 117.12 53.99 5.84 2.10 16 995 
2612629 1147735 2003 -0.7191 0.3689 -0.5889 117.16 53.92 5.84 2.01 16 995 
2612631 1147737 2004 -0.7177 0.3689 -0.5906 117.20 53.80 5.84 1.93 16 995 
2612631 1147739 2003 -0.7159 0.3688 -0.5929 117.26 53.64 5.84 1.85 16 995 
2611439 1146175 2484 0.8973 0.3357 -0.2867 249.49 73.34 5.09 1.15 17 150 
2611439 1146173 2487 0.8976 0.3427 -0.2773 249.10 73.90 5.21 1.11 17 150 
2611439 1146171 2489 0.8982 0.3492 -0.2671 248.75 74.51 5.32 1.07 17 150 
2611441 1146169 2493 0.8988 0.3551 -0.2569 248.44 75.11 5.45 1.03 17 150 
2611441 1146167 2494 0.8995 0.3603 -0.2473 248.17 75.68 5.58 1.00 17 150 
2611443 1146165 2495 0.8996 0.3634 -0.2422 248.00 75.99 5.67 0.98 17 150 
2611443 1146163 2493 0.8998 0.3667 -0.2365 247.83 76.32 5.76 0.95 17 150 
2611445 1146161 2492 0.9003 0.3692 -0.2305 247.70 76.68 5.81 0.95 17 150 
2611445 1146159 2490 0.9012 0.3709 -0.2242 247.63 77.05 5.83 0.96 17 150 
2611445 1146157 2490 0.9023 0.3714 -0.2189 247.63 77.35 5.82 0.99 17 150 
2611447 1146155 2494 0.9033 0.3707 -0.2158 247.69 77.54 5.77 1.05 17 150 
2611447 1146153 2494 0.9042 0.3687 -0.2156 247.82 77.55 5.72 1.12 17 150 
2611449 1146151 2498 0.9047 0.3652 -0.2192 248.02 77.34 5.66 1.20 17 150 
2611449 1146149 2496 0.9045 0.3582 -0.2316 248.39 76.61 5.60 1.28 17 150 
2611451 1146147 2493 0.9033 0.3488 -0.2498 248.88 75.54 5.55 1.36 17 150 
2611451 1146145 2489 0.9009 0.3367 -0.2740 249.51 74.10 5.53 1.43 17 150 
2611451 1146143 2486 0.8956 0.3190 -0.3099 250.40 71.94 5.50 1.51 17 150 
2611453 1146141 2490 0.8874 0.2975 -0.3521 251.46 69.39 5.51 1.55 17 150 
2611453 1146139 2491 0.8767 0.2741 -0.3953 252.64 66.72 5.56 1.54 17 150 
2611453 1146137 2492 0.8667 0.2529 -0.4301 253.73 64.53 5.63 1.50 17 150 
2611455 1146135 2498 0.8600 0.2369 -0.4520 254.60 63.13 5.68 1.44 17 150 
2611455 1146133 2497 0.8563 0.2253 -0.4647 255.26 62.31 5.69 1.40 17 150 
2611455 1146131 2494 0.8545 0.2163 -0.4723 255.79 61.82 5.68 1.38 17 150 
2611457 1146129 2494 0.8557 0.2092 -0.4733 256.26 61.75 5.72 1.33 17 150 
2611457 1146127 2490 0.8587 0.2041 -0.4701 256.63 61.96 5.73 1.32 17 150 
2611459 1146125 2492 0.8584 0.1973 -0.4735 257.06 61.74 5.65 1.38 17 150 
2611459 1146123 2491 0.8587 0.1912 -0.4755 257.44 61.60 5.56 1.48 17 150 
2611459 1146121 2491 0.8555 0.1841 -0.4839 257.86 61.06 5.46 1.66 17 150 
2611461 1146119 2496 0.8490 0.1758 -0.4984 258.30 60.11 5.37 1.89 17 150 
2611461 1146117 2497 0.8374 0.1660 -0.5207 258.78 58.62 5.30 2.18 17 150 
2612495 1146729 2308 -0.7593 0.0417 0.6494 273.14 49.50 5.40 2.49 19 308 
2612497 1146731 2308 -0.7661 0.0416 0.6414 273.11 50.11 5.40 2.42 19 308 
2612497 1146733 2307 -0.7734 0.0419 0.6325 273.10 50.77 5.41 2.36 19 308 
2612499 1146735 2308 -0.7812 0.0424 0.6228 273.11 51.48 5.42 2.31 19 308 
2612499 1146737 2308 -0.7896 0.0432 0.6121 273.14 52.26 5.43 2.27 19 308 
2612501 1146739 2310 -0.7979 0.0444 0.6011 273.19 53.05 5.46 2.24 19 308 
2612501 1146741 2309 -0.8059 0.0459 0.5903 273.26 53.82 5.48 2.23 19 308 
2612503 1146743 2311 -0.8127 0.0475 0.5808 273.35 54.49 5.50 2.21 19 308 
2612503 1146745 2310 -0.8185 0.0492 0.5724 273.44 55.08 5.53 2.20 19 308 
2612505 1146747 2311 -0.8244 0.0510 0.5636 273.54 55.69 5.55 2.21 19 308 
2612507 1146749 2312 -0.8297 0.0527 0.5557 273.63 56.24 5.57 2.21 19 308 
2612507 1146751 2311 -0.8355 0.0544 0.5468 273.73 56.85 5.58 2.23 19 308 
2612507 1146753 2311 -0.8408 0.0560 0.5385 273.81 57.42 5.60 2.24 19 308 
2612509 1146755 2312 -0.8455 0.0576 0.5308 273.89 57.94 5.61 2.25 19 308 
2612509 1146757 2312 -0.8499 0.0589 0.5237 273.97 58.42 5.63 2.25 19 308 
2612509 1146759 2311 0.8542 -0.0602 -0.5165 274.03 58.90 5.64 2.27 19 308 
2612511 1146761 2312 0.8572 -0.0613 -0.5112 274.09 59.25 5.65 2.31 19 308 
2612511 1146763 2312 0.8589 -0.0621 -0.5084 274.13 59.44 5.65 2.36 19 308 
2612511 1146765 2311 0.8596 -0.0626 -0.5071 274.17 59.53 5.65 2.41 19 308 
2612511 1146767 2310 0.8596 -0.0630 -0.5070 274.19 59.54 5.65 2.48 19 308 
2612499 1146975 2264 0.3604 -0.7028 -0.6134 332.85 52.17 5.12 0.30 20 139 
2612501 1146977 2262 0.3613 -0.6984 -0.6178 332.65 51.84 5.15 0.34 20 139 
2612503 1146977 2262 0.3650 -0.6945 -0.6200 332.27 51.69 5.13 0.38 20 139 
2612505 1146979 2260 0.3713 -0.6925 -0.6186 331.80 51.79 5.10 0.42 20 139 
2612507 1146981 2259 0.3780 -0.6915 -0.6156 331.34 52.01 5.08 0.46 20 139 
2612509 1146981 2259 0.3874 -0.6917 -0.6095 330.75 52.45 5.05 0.50 20 139 
2612511 1146983 2259 -0.3967 0.6928 0.6022 330.21 52.97 5.04 0.54 20 139 
2612513 1146983 2259 -0.4060 0.6951 0.5933 329.71 53.61 5.04 0.57 20 139 
2612515 1146985 2258 -0.4159 0.6985 0.5824 329.23 54.38 5.05 0.60 20 139 
2612517 1146985 2259 -0.4276 0.7026 0.5688 328.68 55.34 5.03 0.63 20 139 
2612519 1146987 2259 -0.4390 0.7079 0.5533 328.19 56.41 5.04 0.66 20 139 
2612521 1146987 2260 -0.4489 0.7133 0.5382 327.81 57.44 5.05 0.68 20 139 
2612523 1146989 2259 -0.4577 0.7192 0.5227 327.53 58.49 5.09 0.70 20 139 
2612525 1146991 2260 -0.4658 0.7254 0.5068 327.29 59.55 5.12 0.71 20 139 
2612527 1146991 2265 -0.4740 0.7330 0.4879 327.11 60.79 5.16 0.72 20 139 
2612529 1146993 2264 -0.4810 0.7406 0.4692 327.00 62.02 5.21 0.72 20 139 
2612531 1146993 2268 -0.4853 0.7480 0.4528 327.02 63.08 5.29 0.72 20 139 
2612533 1146995 2267 -0.4875 0.7547 0.4390 327.14 63.96 5.39 0.73 20 139 
2612535 1146997 2264 0.4879 -0.7621 -0.4257 327.37 64.80 5.50 0.73 20 139 
2612537 1146997 2267 0.4862 -0.7691 -0.4148 327.70 65.49 5.61 0.75 20 139 
2612539 1146999 2260 0.4830 -0.7763 -0.4050 328.11 66.11 5.68 0.77 20 139 
2612541 1146999 2261 0.4791 -0.7839 -0.3950 328.57 66.74 5.72 0.81 20 139 
2612543 1147001 2255 0.4746 -0.7919 -0.3842 329.06 67.40 5.73 0.86 20 139 
2612545 1147001 2257 0.4698 -0.8004 -0.3723 329.59 68.14 5.73 0.92 20 139 
2612547 1147003 2255 0.4644 -0.8099 -0.3585 330.17 68.99 5.73 0.99 20 139 
2612549 1147005 2251 0.4588 -0.8175 -0.3481 330.70 69.63 5.69 1.07 20 139 
2612551 1147005 2255 0.4527 -0.8259 -0.3361 331.27 70.36 5.66 1.16 20 139 
2612553 1147007 2249 0.4467 -0.8324 -0.3281 331.78 70.85 5.60 1.27 20 139 
2612555 1147007 2252 0.4410 -0.8368 -0.3244 332.21 71.07 5.52 1.39 20 139 
2612557 1147009 2250 0.4357 -0.8392 -0.3254 332.56 71.01 5.43 1.52 20 139 
2612559 1147009 2256 0.4306 -0.8406 -0.3286 332.87 70.82 5.33 1.67 20 139 
2612561 1147011 2257 0.4261 -0.8404 -0.3348 333.11 70.44 5.22 1.85 20 139 
2612563 1147011 2262 0.4216 -0.8402 -0.3410 333.35 70.06 5.12 2.04 20 139 
2612565 1147013 2261 0.4171 -0.8397 -0.3477 333.59 69.65 5.02 2.26 20 139 
